Requirement ID,Status,Confidence,MOE Guide Section,Analysis,Gaps,Auditor Questions,Recommendation
moe_guide_0165,COMPLIANT,0.90,2.13.3 Huollon suunnittelu,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the responsibilities of the technical manager in planning maintenance based on work orders, ensuring sufficient capabilities, and confirming that all maintenance tasks are included in the operator's work order. The manual also outlines the need for clear communication with the operator regarding the scope of work and the availability of necessary resources, which aligns with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. The decision-making process for maintenance activities is clearly defined, ensuring compliance with 145.A.47(a) and AMC 145.A.47(a).",,How does the organization ensure that all personnel are adequately trained for the specific maintenance tasks?; What procedures are in place to verify the availability of special tools and equipment for each maintenance task?; Can you provide examples of how the decision-making process is documented for maintenance activities?,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0166,COMPLIANT,0.90,3.11.2025 Sivu,"The MOE manual adequately addresses the MOE Guide requirement by including provisions for critical maintenance tasks and ensuring that CDCCL are not compromised during maintenance activities. The references to CDCCL training and error-capturing methods align with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM. Specifically, the MOE implementation reflects the requirements of REG-1 and REG-2, demonstrating a clear understanding of the critical nature of wiring changes and the importance of independent inspections.",,,Continue to monitor and ensure ongoing compliance with CDCCL and critical maintenance tasks as outlined in the MOE.
moe_guide_0167,COMPLIANT,0.90,2.13.4 Huollon työvaiheet ja kirjaamiset,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. Each maintenance step is clearly defined, including responsibilities for the HTA and other personnel involved. The manual specifies the necessary documentation and recording procedures, aligning with the regulatory context provided in EASA EU 1321/2014. For instance, the requirement for all work to be signed progressively is met, as indicated in both the MOE Guide and the implementation sections. Additionally, the handling of discrepancies and the reporting process are well documented, ensuring compliance with the regulatory requirements.",,Are there any specific training records for personnel involved in ETOPS maintenance?; How is the compliance with the reporting of serious discrepancies ensured?,Continue to monitor the implementation of the MOE manual and ensure regular training updates for personnel.
moe_guide_0168,COMPLIANT,0.90,2.13.5 Hyväksyttyjen huoltopaikkojen ulkopuolella tehtävä satunnainen työ,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding maintenance away from approved locations. It specifies that necessary maintenance work can be performed on-site if the aircraft is unserviceable, and outlines the responsibilities of the technical manager in assessing conditions, planning the work, and ensuring the necessary resources are available. This aligns with the regulatory context provided in EASA EU 1321/2014, particularly sections 145.A.75 (c) and AMC/GM 1.9.4.4, which allow for maintenance at locations other than approved ones under specified conditions. The implementation in the MOE manual is consistent with these regulations, demonstrating a clear understanding of the requirements.",,,Continue to monitor compliance and ensure that all procedures are followed as outlined in the MOE.
moe_guide_0169,COMPLIANT,1.00,3.11.2025 Sivu,"The MOE Manual adequately addresses the MOE Guide requirement regarding the recording of maintenance work performed outside approved maintenance locations. The requirement for an approval and usage review, as stated in the MOE Guide, is reflected in the MOE implementation, which includes a process for retaining maintenance error occurrence reports and ensuring all work is signed for progressively. This aligns with the regulatory context outlined in EASA EU 1321/2014, specifically sections 2.25.4 and 2.34.",,,No action required as the MOE Manual is compliant.
moe_guide_0170,COMPLIANT,1.00,2.14 TEKNILLISEN KIRJANPIDON VALVONTA,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. It specifies that the organization retains electronic copies of all detailed maintenance records for three years, which aligns with the requirement in REG-1. The manual also outlines the composition of maintenance records, including the necessary release documents and traceability, as required by REG-2. Furthermore, it details the storage conditions and access control measures for both paper and electronic records, ensuring compliance with the technical records control requirements.",,,No action required as the MOE manual is compliant.
moe_guide_0171,COMPLIANT,1.00,2.15 HUOLTOJEN YHTEYDESSÄ HAVAITTUJEN VIKOJEN KORJAUS TAI SIIRTO,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding the handling of defects. It specifies procedures for both airworthiness and non-airworthiness defects, aligns with the regulatory context provided by EASA regulations, and includes necessary documentation and coordination with the operator. The sections in the MOE manual correspond directly to the requirements in the MOE Guide and EASA regulations, ensuring that all necessary procedures for defect management are covered.",,,Continue to monitor compliance and ensure that all personnel are trained on the procedures outlined in the MOE manual.
moe_guide_0172,COMPLIANT,0.95,2.16.1 Huoltotodisteen antaminen ilma-aluksille,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies that a Certificate of Release to Service (CRS) must be issued by authorized personnel after verifying that all maintenance has been completed in accordance with the procedures in the exposition. The manual includes the required statement for the CRS, ensuring compliance with EASA Part-145 regulations. Additionally, it outlines the necessary documentation and traceability requirements, aligning with the regulatory context provided in EASA EU 1321/2014 and AMC/GM.",,Are there any documented instances of non-compliance with the CRS issuance process?; How does the organization ensure that all maintenance data used is appropriately approved?; What procedures are in place for the traceability of parts used in maintenance?,Continue to monitor compliance and ensure that all staff are trained on the CRS issuance process to maintain high standards.
moe_guide_0173,COMPLIANT,1.00,3.11.2025 Sivu,"The MOE manual adequately addresses the MOE Guide requirement regarding the issuance of a one-off certification authorisation. It aligns with the regulatory context provided in EASA EU 1321/2014, specifically section 2.16.10, which outlines the conditions under which a one-off certification can be issued. The manual specifies that the Quality Manager must retain records of such authorisations and that all cases must be reported to the Authority within seven days, which is consistent with the regulatory requirements. Additionally, the procedures for ensuring that maintenance performed under the one-off authorisation is re-checked by an approved organisation are clearly stated.",,,No action required as the manual is compliant.
moe_guide_0174,COMPLIANT,1.00,"2.16.2 Huoltotodisteen antaminen osille, laitteille tai varusteille","The MOE Manual adequately addresses the MOE Guide requirement regarding the issuance of EASA Form 1 for components. It specifies that an EASA Form 1 may be raised and certified by the organization, and only approved staff can certify it, aligning with the requirements outlined in REG-1 and REG-2. The manual also details the conditions under which components can be deemed serviceable, which is consistent with the regulatory context.",,,No action required as the MOE Manual is compliant.
moe_guide_0175,COMPLIANT,0.90,2.16.3 Käyttökuntoisena irrotetut osat ja laitteet,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies that the organization has the right to remove and install components, ensures that components are inspected for satisfactory condition, and maintains records of the removal and inspection process. The manual aligns with EASA regulations, particularly in ensuring that components are removed by qualified personnel and that no faults were reported during the last flight operation. The requirements for issuing an EASA Form 1 are also met as per the regulatory context.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0176,COMPLIANT,1.00,2.17 OPERAATTORILLE ANNETTAVAT HUOLTOASIAKIRJAT,"The MOE manual adequately addresses the MOE Guide requirement 2.17 regarding the provision of maintenance records to the operator. It specifies the retention of electronic copies of maintenance records for three years, which aligns with REG-1. The manual also outlines the procedure for distributing hard copy records if the organization terminates operations, consistent with REG-1 and REG-2. There are no identified gaps or ambiguities in the implementation.",,,Continue to monitor compliance and ensure all procedures are followed as documented.
moe_guide_0177,COMPLIANT,0.90,2.18 LENTOKELPOISUUDEN ESTEENÄ OLEVIEN VIKOJEN ILMOITTAMINEN,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding the internal reporting of safety occurrences. It establishes a clear internal safety reporting scheme that encourages free reporting of hazards and risks, aligns with the just culture policy, and includes procedures for analyzing and addressing reported issues. The manual specifies that reports can be made by any personnel, and it outlines the responsibilities of the technical manager in managing the reporting process. Additionally, it ensures that reports are evaluated within the required timeframe of 72 hours, as mandated by the regulations. The manual also includes provisions for reporting to the NAA and TC holders, as well as a no-reprisal policy to protect reporting personnel, which is consistent with the regulatory requirements.",,Is there a documented process for the analysis of reported occurrences?; How is feedback provided to personnel who report safety issues?; Are there records of safety meetings where reported issues are discussed?,Continue monitoring the implementation of the reporting system and ensure regular training for staff on the reporting procedures.
moe_guide_0178,COMPLIANT,1.00,2.19 VIALLISTEN ILMA-ALUKSEN OSIEN PALAUTTAMINEN VARASTOON,"The MOE manual adequately addresses the MOE Guide requirement regarding the return of defective aircraft components to store. It specifies the process for labelling and handling defective components, which aligns with the requirements set forth in EASA regulations. The manual includes detailed instructions on the information that must be annotated on the labels, ensuring compliance with both the MOE Guide and the relevant regulatory context.",,,Continue to monitor compliance and ensure that all personnel are trained on the procedures outlined in the MOE manual.
moe_guide_0179,COMPLIANT,0.90,2.20 VIALLISTEN OSIEN PALAUTTAMINEN ULKOPUOLISILLE SOPIMUSKUMPPANEILLE,"The MOE manual adequately addresses the MOE Guide requirement regarding the return of defective components to external contractors. The sections 2.19 and 2.20.1 of the MOE manual align with the requirements set forth in the MOE Guide and the relevant regulatory context. Specifically, the handling and labelling of unserviceable and unsalvageable components are covered, as well as the process for dispatching components for repair, overhaul, or calibration. The manual provides clear procedures that meet the expectations outlined in EASA regulations.",,,Continue to monitor compliance and ensure that all personnel are trained on the procedures outlined in the MOE manual.
moe_guide_0180,COMPLIANT,1.00,2.21 SÄHKÖISEN HUOLTOKIRJANPIDON VALVONTA,"The MOE manual adequately addresses the MOE Guide requirement regarding electronic maintenance record keeping and access control. The implementation details in the MOE manual align with the regulatory context provided in EASA EU 1321/2014, specifically sections 2.14.1 and 2.14.2. The MOE manual specifies that maintenance records are stored in secure databases, backed up continuously, and that access is controlled by user rights managed by the Quality Manager, which is consistent with the requirements outlined in the MOE Guide and the relevant regulations.",,,Continue to monitor compliance and ensure regular reviews of the MOE manual to maintain alignment with evolving regulatory requirements.
moe_guide_0181,COMPLIANT,0.90,2.22 TYÖVOIMARESURSSIEN JA HUOLTOSUUNNITELMAN VERTAILU,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It includes a continuous review of maintenance forecasts against manpower resources, as stated in the MOE Guide requirement 2.22. The implementation sections [MOE-1] and [MOE-2] confirm that the organization plans for sufficient manpower and updates the maintenance man-hour plan at least every three months, aligning with regulatory requirements [REG-1] and [REG-2]. The manual also mentions the use of contracted staff and procedures for managing workforce imbalances, which is consistent with the regulatory context.",,Is there a documented process for updating the maintenance man-hour plan?; How does the organization ensure that the same person is not overloaded with multiple roles during maintenance checks?,Continue monitoring compliance and ensure regular updates to the MOE manual as necessary.
moe_guide_0182,COMPLIANT,1.00,2.23 KRIITTISTEN HUOLTOTEHTÄVIEN VALVONTA,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding critical maintenance tasks. It specifies that tasks involving disassembly/re-assembly of components affecting multiple systems should not be performed by the same individual, aligning with [REG-1]. Additionally, it includes provisions for re-inspection by the same person if necessary, as required by [REG-1]. The definition of 'critical maintenance task' is consistent with [REG-2], and the procedures for identifying and amending the list of critical tasks are clearly outlined, ensuring compliance with the regulatory context.",,,Continue to monitor the implementation of the critical task procedures to ensure ongoing compliance.
moe_guide_0183,COMPLIANT,0.95,3.11.2025 Sivu,"The MOE manual adequately addresses the MOE Guide requirement by defining critical maintenance tasks and the procedures for independent inspections. It specifies that tasks involving disassembly/reassembly should not be performed by the same person, aligning with REG-1 and REG-2. The manual also outlines the conditions under which independent inspections are required, consistent with the regulatory context. The procedures for documenting inspections and the responsibilities of the technical manager are clearly stated, ensuring compliance with EASA regulations.",,,Continue monitoring compliance and ensure regular training for personnel on critical task procedures.
moe_guide_0184,COMPLIANT,0.90,2.24 ERITYISHUOLTO- JA VALMISTUSMENETELMÄT,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. It specifies that non-destructive inspections such as dye penetrant and boroscoping are to be conducted in accordance with manufacturer instructions or organizational work instructions, aligning with the regulatory context that requires maintenance organizations to establish procedures for non-destructive testing (NDT) and inspections. The manual also outlines the responsibilities of qualified personnel in conducting these inspections, which is consistent with AMC 145.A.30(g) regarding personnel requirements. Furthermore, the procedures for weight measurements and test runs are documented, ensuring compliance with the relevant regulations.",,Are there documented training records for personnel conducting non-destructive inspections?; Is there a procedure for the approval of external suppliers for non-destructive testing?; How does the organization ensure that personnel remain current with NDT qualifications?,Continue monitoring compliance and ensure regular training updates for personnel involved in non-destructive inspections.
moe_guide_0185,COMPLIANT,0.90,2.25 HUOLTOVIRHEIDEN HAVAINNOINNIN JA KORJAAMISEN MENETELMÄT,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. It specifies that all maintenance personnel must report any maintenance errors they observe, which aligns with the requirement for defect reporting as per [REG-1]. The process for investigating maintenance errors is also clearly outlined, including the responsibilities of the Quality Manager to provide a written report that includes a summary, details of the occurrence, root cause analysis, corrective actions, and recommended preventative actions, which is consistent with [REG-2]. The implementation of the MOE manual reflects the necessary procedures for quality management and error reporting, ensuring compliance with EASA regulations.",,,Continue to monitor the implementation of the procedures to ensure ongoing compliance.
moe_guide_0186,COMPLIANT,0.90,2.26 VUORON/TEHTÄVÄN VAIHTO MENETELMÄT,"The MOE manual adequately addresses the MOE Guide requirement by outlining a clear handover procedure that ensures continuity of inspection responsibility. The implementation details in the MOE manual align with the regulatory context provided in EASA EU 1321/2014 and AMC/GM, specifically regarding the recording of tasks and the responsibilities of personnel during handover. The manual specifies that all work accomplished must be signed for or certified, and it includes a structured process for communication between shifts, which is consistent with the requirements outlined in REG-1 and REG-2.",,,Continue to monitor compliance and ensure regular training for personnel on handover procedures.
moe_guide_0187,COMPLIANT,1.00,2.27 HUOLTOTIETOJEN VIRHEELLISYYDESTÄ TAI EPÄTARKKUUKSISTA ILMOITTAMINEN,"The MOE Manual adequately addresses the MOE Guide requirement regarding the reporting of maintenance data inaccuracies. It specifies that occurrences must be reported to the Quality Manager using the Safety Occurrence Report Form, aligning with the requirement to treat inaccuracies as safety occurrences. The timelines for reporting occurrences (within 72 hours) are consistent with regulatory requirements, and the process for retaining and anonymizing reports is also covered.",,,No action required as the MOE Manual is compliant.
moe_guide_0188,COMPLIANT,0.90,2.28 TUOTANNON SUUNNITTELUMENETELMÄT,"The MOE manual adequately addresses the MOE Guide requirement 2.28 by outlining a structured approach to production planning and organizing maintenance activities. It specifies annual, monthly, and weekly planning processes, ensuring that maintenance activities are aligned with customer needs and available resources. The decision-making process for work orders is clearly defined, ensuring compliance with regulatory requirements, including the need for a clear contract and verification of maintenance work packages. The implementation aligns with EASA regulations, particularly 145.A.47(a) and AMC 145.A.47(a), which emphasize the importance of planning and resource allocation.",,How does the organization ensure that the maintenance work packages are consistently verified for usability?; What specific metrics are used to assess the sufficiency of manpower resources?; Can you provide examples of how the organization has adapted its plans in response to changes in maintenance requirements?,Continue to monitor and review the implementation of the planning processes to ensure ongoing compliance and effectiveness.
moe_guide_0189,COMPLIANT,0.90,moe_guide_0189: OSA,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. Each section of the MOE manual corresponds to the relevant parts of the MOE Guide, ensuring that line maintenance procedures are clearly defined and compliant with EASA regulations. For instance, L2.1 discusses the control of aircraft components, tools, and equipment, aligning with AMC/GM 145.A.75(d) which requires special procedures for line maintenance. Additionally, the procedures for defect management in L2.3 are consistent with the requirements of 145.A.75(d) regarding the rectification of defects and repetitive defects.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0190,COMPLIANT,1.00,3.1.1 Laadunvarmennus,"The MOE manual adequately addresses the MOE Guide requirement for quality assurance and auditing processes. The sections [MOE-1] and [MOE-2] align with the regulatory context outlined in [REG-1] and [REG-2]. The audit procedures described in [MOE-1] confirm that the organization's procedures are relevant and effective in maintaining standards required by Part 145. Additionally, the independence of the Quality Manager and direct reporting to the Accountable Manager as stated in [MOE-2] complies with the requirements of [REG-2].",,,Continue to monitor and ensure ongoing compliance with the established quality assurance processes.
moe_guide_0191,COMPLIANT,0.90,3.1.2 Aikataulut,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the audit planning, execution, and reporting processes, aligning with the regulatory context provided by EASA regulations. The Quality Manager is responsible for the annual report and the organization of quality meetings, which is consistent with [REG-1] and [MOE-1]. The manual also includes provisions for addressing non-conformities and safety-related findings, as required by [REG-2] and [MOE-2].",,,Continue to monitor compliance and ensure regular updates to the MOE manual as necessary.
moe_guide_0192,COMPLIANT,1.00,3.1.3 Raportointimenettelyt,"The MOE manual adequately addresses the MOE Guide requirement regarding quality reporting procedures, audit reporting, and document retention. The implementation aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM. Specifically, the MOE manual includes provisions for the preparation of annual reports by the Quality Manager (MOE-1), regular communication between the Maintenance Manager and Quality Manager (MOE-1), and retention of audit reports for 2 years (MOE-2), which are consistent with the requirements in REG-1 and REG-2.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as necessary.
moe_guide_0193,COMPLIANT,0.90,3.1.4 Johdon seuranta- ja palautejärjestelmä,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. The procedures for monitoring quality obligations and activities are clearly defined, with the Quality Manager responsible for overseeing corrective actions and maintaining a tracking list of quality tasks and deadlines. The involvement of the Accountable Manager in audit meetings and the annual review process aligns with the regulatory requirements. The independence of the Quality Manager and direct reporting to the Accountable Manager are also well established, fulfilling the requirements of EASA regulations.",,How is the tracking list maintained and updated?; What specific metrics are used to evaluate the effectiveness of corrective actions?; Can you provide examples of recent audit reports and their follow-up actions?,Continue to monitor and ensure that all procedures are consistently followed and documented.
moe_guide_0194,COMPLIANT,1.00,3.2 MENETELMIEN JA ILMA-ALUSTEN LAATUAUDITOINNIT,"The MOE Manual adequately addresses the MOE Guide requirement by specifying that quality audits of aircraft, including line maintenance, are conducted annually and that both method and product line audits are performed. The implementation aligns with the regulatory context, ensuring compliance with EASA Part 145 and the MOE Guide. The audit program is structured to provide independent assessments and includes specific scopes for the audits conducted in April and September, as required by the regulations.",,,Continue to monitor compliance and ensure regular updates to the MOE Manual as necessary.
moe_guide_0195,COMPLIANT,0.90,3.3.1 Auditointi,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It includes provisions for audit preparation, ensuring the auditor reviews quality plans, meeting minutes, previous audit findings, and corrective actions. The manual also specifies that the auditor must verify compliance with Part-145 requirements and document discrepancies, aligning with the regulatory context provided in EASA EU 1321/2014. The audit procedures outlined in the MOE manual reflect the necessary elements of auditing and verification as required by the regulations.",,How are discrepancies documented and followed up in practice?; Can you provide examples of objective evidence used during audits?; What processes are in place to ensure that all shifts are covered during audits?,Continue to monitor the implementation of the audit procedures and ensure regular training for auditors to maintain compliance.
moe_guide_0196,COMPLIANT,0.90,3.11.2025 Sivu,"The MOE manual adequately addresses the MOE Guide requirement by detailing the audit meeting structure, the responsibilities of the Quality Manager, and the process for documenting audit findings. The audit report generation process aligns with the requirements set forth in the MOE Guide, specifically in terms of classifying findings and establishing corrective actions. The retention of audit reports for two years as stated in the MOE manual is consistent with the regulatory requirement for documentation retention.",,Is there a documented procedure for root cause analysis as per AMC4 145.A.200?; How are corrective actions tracked and verified post-audit?,Continue monitoring compliance and ensure that all corrective actions are documented and followed up in a timely manner.
moe_guide_0197,COMPLIANT,0.90,3.3.2 Korjaavat toimenpiteet,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding corrective actions. It specifies that the Quality Manager will request the Maintenance Manager to initiate corrective actions for unsatisfactory audits, and it details the use of Form QF 030 for documenting deficiencies, which aligns with the regulatory context. The manual also incorporates the 5 Whys technique for root cause analysis, ensuring a thorough investigation of non-conformities, as required by the EASA regulations. The timelines for corrective actions are clearly defined, with a maximum of three months for completion, which is consistent with the regulatory expectations.",,,Continue to monitor the implementation of corrective actions and ensure timely follow-up as per the established procedures.
moe_guide_0198,COMPLIANT,0.90,3.11.2025 Sivu,"The MOE manual adequately addresses the MOE Guide requirement regarding corrective actions and follow-up procedures. It specifies that the Quality Manager will request the Maintenance Manager to instigate necessary corrective actions, aligning with the requirement that corrective actions must be accomplished in a timely manner as per REG-1. The use of Form QF 030 for documenting deficiencies and the application of the 5 Whys technique for root cause analysis are consistent with the expectations outlined in REG-1 and REG-2. The procedures for follow-up and management of findings are also well-defined in the MOE manual, ensuring compliance with AMC4 145.A.200(a)(6) and related sections.",,Is there a documented process for the Quality Manager to maintain awareness of response times for non-conformity reports?; How is the effectiveness of corrective actions monitored post-implementation?,Continue to monitor the implementation of corrective actions and ensure regular reviews are conducted to maintain compliance.
moe_guide_0199,COMPLIANT,0.90,3.3.3 NAA:n ilmoittamien havaintojen käsittely,"The MOE manual adequately addresses the MOE Guide requirement 3.3.3 regarding the handling of observations notified by the NAA. It specifies that observations will be processed immediately under the leadership of the manager, identifies the need for corrective actions, and outlines the decision-making process for immediate actions to mitigate potential adverse effects. This aligns with the regulatory requirements outlined in 145.A.95, which mandates the identification of root causes, the definition of a corrective action plan, and the demonstration of implementation to the competent authority's satisfaction. The manual also records the analysis and outputs, consistent with AMC1 145.A.95.",,,Continue to monitor compliance and ensure that all observations are documented and addressed in a timely manner.
moe_guide_0200,COMPLIANT,0.95,3.4.1 Kelpuutusmenetelmät,"The MOE manual adequately addresses the MOE Guide requirement 3.4.1 regarding the qualifications and training of certifying staff. It specifies the minimum age of 21 years, the necessary knowledge of the aircraft and maintenance organization, the required experience, and the completion of Human Factors training, all of which align with EASA regulations. The implementation sections [MOE-1] and [MOE-2] confirm adherence to the regulatory context outlined in EASA EU 1321/2014 and AMC/GM, particularly regarding experience and competency requirements.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0201,COMPLIANT,0.90,3.11.2025 Sivu,"The MOE manual adequately addresses the requirements set forth in the MOE Guide. It specifies the conditions under which a temporary HTA authorization can be granted, including the necessary qualifications and experience of personnel, as well as the requirement for documentation and notification to the NAA. The implementation aligns with the regulatory context provided by EASA EU 1321/2014, particularly sections 3.4.6.1 and 3.10, which outline the authorization process and training requirements for certifying staff.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulatory requirements evolve.
moe_guide_0202,COMPLIANT,0.90,3.4.2 Koulutusmenetelmät,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the responsibilities of the Technical Manager in training new employees and ensuring they receive necessary training for their roles, as required by the MOE Guide. The continuation training is structured to meet the regulatory requirements, including the mandatory training areas and the frequency of training sessions. The records of training are maintained as required, aligning with the regulatory context provided in EASA EU 1321/2014. The implementation of training procedures is consistent with the requirements for both initial and continuation training as outlined in the regulatory context.",,How does the organization ensure that the training provided meets the evolving regulatory requirements?; What mechanisms are in place to gather feedback from training participants?,Continue to monitor and review training effectiveness and compliance with regulatory updates.
moe_guide_0203,COMPLIANT,0.90,3.4.3 Tyyppikoulutuksen työharjoittelun järjestäminen,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding the organization of practical training for type training. It specifies that practical training must be conducted under the supervision of qualified instructors and assessors, as required by 66.A.45 and AMC to Appendix III to Part-66. The manual outlines the selection of tasks to ensure they cover at least 50% of the relevant maintenance tasks for the aircraft type, in compliance with Part-66 Appendix III, paragraph 3.2. Additionally, it details the documentation and record-keeping requirements for OJT, aligning with REG-1 and AMC to Appendix III. The responsibilities of the technical manager and the logging of training activities are clearly defined, ensuring compliance with regulatory expectations.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulatory requirements evolve.
moe_guide_0204,COMPLIANT,1.00,3.5 HENKILÖREKISTERI,"The MOE Manual adequately addresses the MOE Guide requirement 3.5 by detailing the necessary personnel records, including names, birth dates, ID information, job roles, aviation experience, training qualifications, and copies of licenses. The retention periods specified in the MOE Manual align with the regulatory context outlined in EASA EU 1321/2014, specifically sections 3.5.4 and 3.8.4, which require records to be retained for a minimum of two years after employment ends. The MOE implementation also specifies that records are kept in a dedicated file, ensuring compliance with the location requirement.",,,No action required as the MOE Manual is compliant.
moe_guide_0205,COMPLIANT,1.00,3.6 LAATUARVIOINTIHENKILÖT,"The MOE Manual adequately addresses the MOE Guide requirement regarding the nomination of personnel for internal quality audits. The Quality Manager is designated as the audit personnel, which aligns with the requirement for independence as stated in the MOE Guide. The implementation in the MOE Manual is consistent with the regulatory context provided in EASA EU 1321/2014, specifically sections 3.6.1 and 3.6.4, confirming that the Quality Manager is responsible for audits and that no additional independent audit personnel are required at this time.",,,No action required as the MOE Manual is compliant.
moe_guide_0206,COMPLIANT,1.00,3.7 TARKASTAJIEN KELPUUTTAMINEN,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the roles of inspectors and the critical task procedures in accordance with AMC 145.A.30 (e) and 2.23.1. The manual confirms that inspection and certification responsibilities are vested in certifying staff, and it outlines the procedures for critical tasks, ensuring compliance with the regulatory context.",,,No action required as the MOE manual is compliant.
moe_guide_0207,COMPLIANT,1.00,3.8 HENKILÖSTÖN KELPUUTTAMINEN,"The MOE manual adequately addresses the MOE Guide requirement regarding personnel qualification and authorization. It specifies that certifying staff must hold a Part 66 Category B1 or B2 Aircraft Maintenance Licence, be trained on the organization's procedures, and be recommended by the Maintenance Manager, which aligns with [REG-1] and [MOE-1]. The manual also outlines the qualification process, including reviews by the Maintenance Manager and Quality Manager, which is consistent with [REG-2] and [MOE-2]. Furthermore, the monitoring of authorizations and qualifications is clearly defined, ensuring compliance with the regulatory requirements.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0208,COMPLIANT,0.90,3.9 ILMA-ALUSTEN JA LAITTEIDEN HUOLTOJEN POIKKEUSMENETTELYJEN HALLINTA,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding the management of deviations from maintenance instructions. It specifies that deviations must be requested by the operator to the competent authority and outlines the necessary support the maintenance organization must provide to substantiate such requests. This aligns with the regulatory context provided in EASA EU 1321/2014, specifically 145.A.65(b)(1) and GM2 145.A.65(b)(1), which detail the procedures for exceptional authorizations related to maintenance tasks. The manual also includes a system for control and processing with the competent authority, which is a requirement under the regulations.",,,Continue to monitor compliance and ensure that all procedures are followed as outlined in the MOE manual.
moe_guide_0209,COMPLIANT,1.00,3.10 ORGANISAATION MENETTELYTAVOISTA POIKKEAMISEN HALLINTA,"The MOE manual adequately addresses the MOE Guide requirement for deviation management. It specifies that deviations may be requested against the organization's procedures and outlines the necessary steps for evaluation and approval by the Quality Manager. The procedures for drafting deviation requests and maintaining a register of deviations are clearly defined, aligning with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. The manual ensures that deviations are temporary and do not compromise safety or compliance with regulations.",,,No action required as the MOE manual is compliant.
moe_guide_0210,NEEDS_REVIEW,0.70,3.11 ERIKOISTYÖKELPUUTUKSET,"The MOE manual partially addresses the MOE Guide requirement regarding qualification procedures for specialized activities. While it mentions the need for qualifications and training for specialized services, it lacks specific details on the qualification process for each specialized service as recommended in AMC 145.A.30(f). Additionally, the MOE states that the organization does not hold any specialized approvals under Part 145, which may limit the applicability of the qualifications outlined. The requirement for initial and recurrent training is mentioned but not sufficiently detailed for each job function.",Lack of specific qualification requirements for each group of specialized services staff.; Insufficient detail on initial and recurrent training for each job function.; No mention of how the organization will ensure compliance with the qualification requirements given the lack of specialized approvals.,What specific training programs are in place for each specialized service mentioned?; How does the organization plan to maintain qualifications without holding specialized approvals?; Can you provide documentation of the qualification assessments conducted by the technical manager?,"Enhance the MOE manual to include detailed qualification requirements for each specialized service, specify initial and recurrent training programs, and clarify how compliance will be maintained despite the lack of specialized approvals."
moe_guide_0211,COMPLIANT,1.00,3.12 ULKOPUOLISTEN HUOLTOTYÖRYHMIEN VALVONTA,"The MOE manual adequately addresses the MOE Guide requirement regarding the control of outside working teams. It specifies that work performed by outside teams must be certified on an EASA Form 1 or an individual logbook certificate, which aligns with REG-1 and REG-2. The procedures for managing subcontractors and external teams are clearly outlined, ensuring compliance with the necessary certification and documentation requirements.",,,Continue to monitor compliance and ensure that all external teams are properly documented and certified as per the established procedures.
moe_guide_0212,COMPLIANT,0.90,3.13 HUMAN FACTORS -KOULUTUSMENETELMÄT,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding human factors training. It specifies that basic training is provided in accordance with GM 145.A.30e, considers individual training needs based on prior experience and current tasks, and outlines the provision of recurrent training as per 3.4.2. The training methods and syllabus are tailored to the audience and include relevant quality audit findings, aligning with AMC 145.A.30 (e) 6, 8, 9, 10. The implementation also reflects the necessary adjustments for the organization's specific context, as required by the regulations.",,,Continue to monitor and ensure that training records are maintained and updated as per regulatory requirements.
