Requirement ID,Status,Confidence,MOE Guide Section,Analysis,Gaps,Auditor Questions,Recommendation
moe_guide_0142,COMPLIANT,0.90,3.6.2.1 Initial Training (except C/S and S/S) ..................................................................................................... 111...,"The MOE Manual adequately addresses the requirement for initial training (except C/S and S/S) as per the MOE Guide and regulatory context. It includes aims and objectives, categories of staff to be trained, implementation time frame, training methods and syllabus, duration of training, validation of training courses, requirements for trainers, and training records. The manual references GM1 145.A.30(e) for the syllabus, which aligns with the regulatory requirement to cover all topics specified in the syllabus. The manual also specifies that human factors training for certifying staff and support staff is defined in Chapter 3.9, which is in line with the regulatory context.","The MOE does not explicitly mention the 6-month timeframe for initial safety training as specified in the regulatory context, though it may be implied in the 'Implementation time frame' section.",Is the 6-month timeframe for initial safety training explicitly defined in the 'Implementation time frame' section?; Are there specific procedures for assessing the need for additional safety training for personnel recruited from another organization or temporary staff?,Explicitly state the 6-month timeframe for initial safety training in the 'Implementation time frame' section and include procedures for assessing additional safety training needs for personnel from other organizations or temporary staff.
moe_guide_0143,NEEDS_REVIEW,0.80,3.6.2.2 All Maintenance staff Recurrent training ............................................................................................ 112...,"The MOE Manual partially addresses the requirement for recurrent training of maintenance staff but lacks specific details on the duration, content, and feedback mechanisms as mandated by the regulatory context. The MOE references AMC1 145.A.35(d) and AMC3 145.A.30(e) but does not fully elaborate on how the training duration is determined based on audit findings and safety risks, nor does it specify the procedure for feedback reporting through the internal safety reporting scheme.","Lack of specific duration for recurrent training based on audit findings and safety risks; No clear procedure for feedback reporting through the internal safety reporting scheme; Insufficient detail on the content of recurrent training related to changes in procedures, safety policy, and human factors","How is the duration of recurrent training determined based on audit findings and safety risks?; What is the procedure for reporting feedback from recurrent training through the internal safety reporting scheme?; How are changes in procedures, safety policy, and human factors incorporated into the recurrent training content?","The MOE should be updated to include specific details on the duration of recurrent training based on audit findings and safety risks, a clear procedure for feedback reporting, and comprehensive content covering changes in procedures, safety policy, and human factors. This should be documented in the MOE to ensure full compliance with AMC1 145.A.35(d) and AMC3 145.A.30(e)."
moe_guide_0144,NEEDS_REVIEW,0.75,3.7 Immediate safety action and coordination with the operator’s ERP. .................................................................. 113...,"The MOE Manual does not explicitly address the requirement for immediate safety action and coordination with the operator’s ERP as outlined in the MOE Guide requirement 3.7. While the MOE includes sections on safety performance monitoring and change management, it lacks specific procedures for immediate safety actions and coordination with the operator’s ERP. The regulatory context [REG-2] and [REG-3] emphasize the need for timely safety actions and coordination, which is not clearly reflected in the MOE implementation [MOE-1], [MOE-2], [MOE-3].",Lack of explicit procedure for immediate safety actions; No clear coordination mechanism with operator’s ERP; Insufficient detail on safety action groups (SAG) and their roles,How does the organization ensure immediate safety actions are taken?; What is the process for coordinating with the operator’s ERP?; Are safety action groups (SAG) established and documented?,"The MOE should be updated to include a dedicated section on immediate safety actions and coordination with the operator’s ERP, detailing procedures, roles, and responsibilities. This should align with the regulatory requirements for safety performance monitoring and change management."
moe_guide_0145,NEEDS_REVIEW,0.80,3.7.1 Inmediate safety action ................................................................................................................................ 113...,"The MOE Manual references 'Immediate safety action' but lacks detailed procedures aligning with AMC1 CAMO.A.150 and AMC1 145.A.95. The regulatory context requires a comprehensive action plan addressing root causes, corrective actions, and preventive measures, including immediate corrections if necessary. The MOE does not explicitly detail the process for hazard identification, risk management, or internal investigations as per AMC1 CAMO.A.200(a)(3).",Lack of detailed immediate safety action procedures; Insufficient hazard identification and risk management processes; No explicit mention of internal investigation processes,How are immediate safety actions documented and communicated?; What processes are in place for hazard identification and risk management?; How are internal investigations conducted and documented?,"Revise the MOE to include detailed procedures for immediate safety actions, hazard identification, risk management, and internal investigations, referencing AMC1 CAMO.A.200(a)(3) and AMC1 145.A.95."
moe_guide_0146,COMPLIANT,0.90,3.7.2 Coordination with the operator’s ERP. ......................................................................................................... 113...,"The MOE Manual adequately addresses the requirement for coordination with the operator’s ERP as specified in the MOE Guide and regulatory context. It includes procedures for prompt action when the ERP is triggered, identification of responsibilities, transition procedures between normal and emergency operations, internal and external coordination details, and ERP training requirements. The Compliance Monitoring chapter also aligns with regulatory requirements, detailing audit plans, procedures, and independence of the compliance monitoring function.",No explicit mention of ERP training/simulations scope and frequency in the MOE Manual.; Lack of detailed procedure for transition from emergency to normal operations.,Are there documented records of ERP training/simulations conducted?; How is the transition from emergency to normal operations managed and documented?; Is there a clear contact list for key personnel outside normal business hours?,Include specific details on ERP training/simulations scope and frequency in the MOE Manual. Enhance the procedure for transition from emergency to normal operations with clear steps and responsibilities.
moe_guide_0147,COMPLIANT,0.95,3.8 Compliance Monitoring . .................................................................................................................................. 113...,"The MOE Manual adequately addresses the MOE Guide requirement for compliance monitoring by incorporating the primary objectives and independence criteria as specified in AMC1 145.A.200(a)(6) and AMC1 CAMO.A.200(a)(6). The manual also includes detailed provisions for independent audits, audit planning, and product audits as required by AMC2 145.A.200(a)(6). The implementation aligns with the regulatory context, ensuring that all aspects of Part-145 compliance are verified annually, including subcontracted activities and line stations.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0148,NEEDS_REVIEW,0.80,3.8.1 Audit plan and audit procedures .................................................................................................................. 113...,"The MOE Manual partially addresses the MOE Guide requirement but lacks specific details on the audit plan structure and unannounced product audits. The manual mentions product audits on an unscheduled basis but does not clearly specify the inclusion of unannounced audits or the detailed audit schedule as per the regulatory example. The audit plan is grouped into two audits annually, but the operational areas and functional areas are not clearly mapped as required.",Lack of detailed audit plan structure showing operational and functional areas; Insufficient detail on unannounced product audits; No clear mapping of audit topics to regulatory requirements and exposition procedures,Are unannounced product audits explicitly planned and documented?; How are operational and functional areas mapped in the audit plan?; Is there a matrix linking audit topics to regulatory requirements and exposition procedures?,"Revise the MOE to include a detailed audit plan structure with operational and functional areas, specify unannounced product audits, and provide a matrix linking audit topics to regulatory requirements and exposition procedures."
moe_guide_0149,COMPLIANT,0.90,3.8.2 Product Audit and inspections ..................................................................................................................... 117...,"The MOE Manual adequately addresses the MOE Guide requirement for product audits and inspections. It specifies that product audits are carried out on an opportunity basis during aircraft inputs, covering all processes from receipt of work order to release to service. The manual also details the scheduled annual audit programme, split into two audits (April and September), each lasting one day, covering various Part-145 requirements. The manual aligns with regulatory requirements, including AMC2 145.A.200(a)(6) and GM2 145.A.200(a)(6), which emphasize the need for independent audits and a comprehensive audit plan.","The MOE does not explicitly mention the requirement for unannounced audits during night shifts, as suggested in AMC2 145.A.200(a)(6)(c).",Are unannounced audits conducted during night shifts to ensure compliance with AMC2 145.A.200(a)(6)(c)?; How are findings from product audits tracked and resolved to ensure continuous compliance?,Update the MOE to explicitly include provisions for unannounced audits during night shifts and ensure all audit findings are systematically tracked and resolved.
moe_guide_0150,COMPLIANT,0.90,3.8.3 Audit findings — corrective action procedure ............................................................................................. 117...,"The MOE Manual adequately addresses the MOE Guide requirement for corrective action procedures. It includes detailed steps for identifying, defining, and implementing corrective actions, as well as the requirement for submission and acceptance by the competent authority. The MOE also covers the consequences of failing to submit or implement an acceptable corrective action plan, aligning with the regulatory requirements.",,Does the MOE specify the time scales for implementing corrective actions as required by REG-3 6.5.7.1?; Are there specific procedures for monitoring the effects of corrective actions as mentioned in REG-3 6.5.7.1?,"Ensure that the MOE explicitly includes the time scales for implementing corrective actions and procedures for monitoring their effects, as detailed in REG-3 6.5.7.1."
moe_guide_0151,NEEDS_REVIEW,0.80,3.9 Certifying Staff and Support Staff Qualification and Training Procedures. .......................................................... 119...,"The MOE Manual partially addresses the requirements of 145.A.35 but lacks specific details on recurrent training programs, competency assessment procedures, and documentation of staff qualifications. The manual references AMC 145.A.35(a) and M.A.607 but does not fully integrate all elements required by 145.A.35(e) and (f), such as a detailed recurrent training program and a clear procedure for competency assessment prior to issuing certification authorizations.",Lack of detailed recurrent training program as per 145.A.35(e); Insufficient detail on competency assessment procedures for certifying staff as per 145.A.35(f); No clear documentation process for staff qualifications and training records as per AMC1 145.A.35(e),Does the MOE include a detailed recurrent training program for certifying and support staff?; Is there a documented procedure for assessing the competency of certifying staff before issuing certification authorizations?; How are training records and qualifications of staff maintained and verified?,"The MOE should be updated to include a detailed recurrent training program, a clear competency assessment procedure, and a robust documentation process for staff qualifications and training records to ensure full compliance with 145.A.35 and associated AMC/GM."
moe_guide_0152,NEEDS_REVIEW,0.80,3.9.1 Aircraft Certifying Staff and/or Support Staff. ......................................................................................... 119...,"The MOE manual partially addresses the requirements for certifying staff and support staff as outlined in EASA Part-145 regulations. However, there are gaps in detailing the specific procedures for competency assessment, recurrent training, and the management of certification authorizations. The MOE references relevant regulations but lacks comprehensive implementation details.",Lack of detailed procedure for competency assessment prior to issuing certification authorizations; Insufficient details on recurrent training program for certifying and support staff; No clear process for managing and recording certification authorizations and their scope; Missing specifics on handling unforeseen cases for one-off certification authorizations,How does the organization ensure certifying staff have adequate understanding of relevant aircraft and components?; What is the procedure for assessing competency before issuing certification authorizations?; How is recurrent training for certifying and support staff documented and verified?; How are one-off certification authorizations handled and reported?,"The MOE should be updated to include detailed procedures for competency assessment, recurrent training, and certification authorization management. Specific sections should be added to address the gaps identified, with clear references to regulatory requirements."
moe_guide_0153,NEEDS_REVIEW,0.80,3.9.2 Components/Engines/APU Certifying Staff. ............................................................................................ 119...,"The MOE manual partially addresses the requirements for Components/Engines/APU Certifying Staff but lacks specific details as mandated by the regulatory context. The MOE-1 section references 145.A.35 which outlines general requirements for certifying staff and support staff but does not explicitly detail the engine/APU limitations, models, and maintenance levels as required by REG-1 and REG-2. The MOE-2 section provides additional guidance on certifying staff competency but still omits specific engine/APU details.",Missing engine/APU limitation details as listed in the oversight management software product list; Missing specific engine/APU models effectively maintained by the organization; Missing scope of work agreed by the Competent Authority for maintenance level; No reference to relevant maintenance data for engines/APUs,Are the engine/APU limitations as listed in the oversight management software product list included?; Are the specific engine/APU models effectively maintained by the organization listed?; Is the scope of work agreed by the Competent Authority for maintenance level specified?; Is there a reference to the relevant maintenance data for engines/APUs?,"Update the MOE manual to include detailed information on engine/APU limitations, models, and maintenance levels as specified in REG-1 and REG-2. Ensure references to relevant maintenance data are included and the scope of work agreed by the Competent Authority is clearly stated."
moe_guide_0154,COMPLIANT,0.95,3.9.3 Specialised Services (NDT) Certifying Staff. ............................................................................................. 120...,"The MOE Manual adequately addresses the requirement for Specialised Services (NDT) Certifying Staff by including all relevant regulatory provisions from Regulation (EU) No 1321/2014 and Regulation (EU) 2021/1963. The MOE sections [MOE-1], [MOE-2], and [MOE-3] mirror the regulatory requirements [REG-1], [REG-2], and [REG-3], ensuring compliance with the assessment, issuance, and maintenance of certification authorisations for NDT certifying staff. The MOE also correctly incorporates the conditions for staff not qualified under Annex III (Part-66).",,,No specific action items required as the MOE is compliant with the regulatory requirements.
moe_guide_0155,COMPLIANT,0.95,3.10 Certifying Staff and Support Staff Records. ........................................................................................................ 121...,"The MOE Manual adequately addresses the MOE Guide requirement for Certifying Staff and Support Staff Records. It includes all necessary regulatory references and definitions as per EASA Part-145. The manual specifies the requirements for understanding relevant aircraft or components, certification authorizations, recurrent training, and competency assessments. The MOE sections [MOE-1] and [MOE-2] align with the regulatory context [REG-1], [REG-2], and [REG-3], ensuring compliance with the stipulated requirements.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0156,NEEDS_REVIEW,0.80,"3.11 Airworthiness Review staff qualification, authorisation and records ................................................................ 122...","The MOE Manual partially addresses the MOE Guide requirement for airworthiness review staff qualifications and authorizations, but lacks specific details on recent continuing airworthiness experience requirements and supervision procedures. The MOE references 145.A.37 and CAO.A.045, which cover basic qualifications, but does not explicitly incorporate AMC1 CAMO.A.310(d) for recent experience validity or ML.A.904 for detailed authorisation procedures.",Lack of explicit reference to AMC1 CAMO.A.310(d) for recent experience requirements; No detailed procedure for supervision of airworthiness reviews as per ML.A.904(d)(2); Missing explicit mention of 5-year authorisation validity and renewal process,How does the organization ensure airworthiness review staff maintain recent experience as per AMC1 CAMO.A.310(d)?; What is the procedure for supervision of initial airworthiness reviews by candidates?; How is the 5-year authorisation validity and renewal process documented?,"Update the MOE to explicitly include: 1) Recent experience requirements per AMC1 CAMO.A.310(d), 2) Detailed supervision procedures per ML.A.904(d)(2), and 3) Authorisation validity and renewal process per ML.A.904(d)."
moe_guide_0157,COMPLIANT,0.90,3.12 Compliance monitoring and safety management personnel. ............................................................................ 122...,"The MOE Manual adequately addresses the requirement for compliance monitoring and safety management personnel as per the regulatory context. It specifies the roles and responsibilities of the safety manager and compliance monitoring manager, ensuring independence and no conflicts of interest. The manual also covers the necessary competencies and the option for the accountable manager to assume these roles under specific conditions.",,Is there documented evidence of the safety manager's and compliance monitoring manager's competencies?; How does the organization ensure the independence of the compliance monitoring function from maintenance functions?; Are there periodic reports on safety performance provided to the safety review board?,Ensure that all personnel designated for safety management and compliance monitoring roles have their competencies documented and regularly reviewed. Maintain records of periodic safety performance reports and audits to demonstrate ongoing compliance.
moe_guide_0158,COMPLIANT,0.95,3.13 Independent inspection staff qualification ........................................................................................................ 122...,"The MOE Manual adequately addresses the MOE Guide requirement for independent inspection staff qualification. The manual mirrors the regulatory requirements from EASA EU 1321/2014 and AMC/GM, including the qualifications for 'independent qualified persons' and the procedures for performing independent inspections. The MOE sections [MOE-1] and [MOE-2] align with [REG-1] and [REG-2], respectively, covering all specified qualifications and inspection methods.",,Are there documented records of specific practical training for 'independent qualified persons' performing inspections on similar tasks?; How does the organization ensure that the Quality Manager accepts the qualifications of aircraft commanders performing independent inspections?,No immediate action required. Ensure ongoing compliance by maintaining up-to-date training records and Quality Manager approvals for all 'independent qualified persons'.
moe_guide_0159,NEEDS_REVIEW,0.80,"3.14 Mechanics qualification and records .................................................................................................................. 123
145.A.30(e), AMC3 145.A.30(e);145.A.55(d...","The MOE Manual references the required appendices (Appendix I, II, III) but does not explicitly demonstrate how mechanics' qualifications and records are managed in accordance with 145.A.30(e) and 145.A.55(d)(3)-(4). The manual lists tasks for practical experience (Appendix II) but lacks specific procedures for recording and assessing competence as required by AMC1 145.A.20 and Appendix III.",No explicit linkage between listed tasks and mechanics' qualification records; Missing procedures for competence assessment and record-keeping per Appendix III; No reference to the matrix of qualification subjects (REG-2),How are mechanics' qualifications verified against the subject matrix in REG-2?; Where are the records of practical assessments (per Appendix III) maintained?; How does the MOE ensure compliance with 145.A.55(d)(3)-(4) for ongoing competence?,"Revise MOE to include: (1) explicit procedures for recording qualifications per 145.A.30(e), (2) assessment logs per Appendix III, and (3) cross-reference to the subject matrix in REG-2."
moe_guide_0160,NEEDS_REVIEW,0.80,3.15 Process for exemption from aircraft/aircraft component maintenance tasks . ................................................ 125...,The MOE Manual partially addresses the requirement for exemption from aircraft/aircraft component maintenance tasks but contains inconsistencies in referencing the correct regulatory subparts (M.A. Subpart F vs. Part-145 vs. Part-CAO). The manual replicates regulatory text but does not clearly establish internal procedures for exemptions or align with the specific regulatory context for component maintenance tasks.,"Inconsistent reference to regulatory subparts (M.A. Subpart F, Part-145, Part-CAO); Lack of clear internal procedures for exemption from maintenance tasks; No explicit mention of alignment with maintenance programme requirements for components",Which regulatory subpart does the organization operate under for component maintenance tasks?; How are exemptions from maintenance tasks documented and approved?; Are there specific procedures for aligning component maintenance with the aircraft maintenance programme?,"Revise the MOE to clearly specify the applicable regulatory subpart (Part-145) and establish detailed internal procedures for exemptions from maintenance tasks, including alignment with maintenance programmes and competent authority approval processes."
moe_guide_0161,NEEDS_REVIEW,0.80,3.16 Concession Control for Deviation from the Organisations' Procedures............................................................. 126...,"The MOE Manual references the correct regulatory requirements for changes to the organization under 145.B.330 and 145.A.85, but it lacks specific details on concession control for deviations from the organization's procedures as required by the MOE Guide. The MOE includes sections on changes requiring prior approval and those not requiring prior approval, but the specific procedure for concession control is not explicitly addressed.",Lack of explicit procedure for concession control for deviations from the organization's procedures.,Does the MOE include a detailed procedure for concession control for deviations from the organization's procedures?; How are deviations from the organization's procedures documented and approved?,"The MOE should be updated to include a detailed procedure for concession control for deviations from the organization's procedures, including documentation and approval processes."
moe_guide_0162,NEEDS_REVIEW,0.80,"3.17 Qualification Procedure for Specialised Activities Such as NDT, Welding, etc. .................................................. 127...","The MOE Manual references the requirement for qualification procedures for specialised activities such as NDT, welding, etc., and includes sections on NDT personnel and other specialised activities personnel. However, it lacks detailed procedures for each specialised activity as required by AMC1 145.A.30(f) and AMC 145.A.65(b)(2). The MOE does not explicitly mention the need for initial and recurrent training for each job function, nor does it detail the qualification process based on international industry standards or manufacturer published standards for all specialised activities.",Lack of detailed procedures for each specialised activity; Missing initial and recurrent training requirements for each job function; Insufficient detail on qualification process based on international industry standards or manufacturer published standards,Does the MOE provide detailed qualification procedures for each specialised activity?; Are initial and recurrent training requirements specified for each job function?; Is the qualification process based on international industry standards or manufacturer published standards clearly defined?,"The MOE should be updated to include detailed qualification procedures for each specialised activity, specify initial and recurrent training requirements for each job function, and clearly define the qualification process based on international industry standards or manufacturer published standards."
moe_guide_0163,NEEDS_REVIEW,0.80,3.17.1 NDT personnel ............................................................................................................................................ 127...,"The MOE Manual partially addresses the NDT personnel requirements but lacks specific details on the NDT written practice, qualification and certification programme as required by [REG-3] 3.17.1. The MOE references AMC M.A.606(f) for personnel requirements but does not explicitly detail the procedures for issuing NDT sign-off authorizations or reference the 'NDT User Guide, UG.CAO.00161-XXX' as suggested in [REG-3]. The MOE does mention qualification procedures for NDT in [MOE-1] but lacks the structured approach and specific requirements for each NDT level as per EN 4179.",Lack of detailed NDT written practice; No explicit reference to EN 4179 levels in qualification procedures; Missing procedures for NDT sign-off authorizations; No reference to the NDT User Guide,Does the MOE include a detailed NDT written practice?; Are the qualification procedures for NDT personnel aligned with EN 4179 levels?; How are NDT sign-off authorizations issued and documented?; Is the NDT User Guide referenced or incorporated into the MOE?,"The MOE should be updated to include a detailed NDT written practice, explicitly reference EN 4179 levels, detail the procedures for issuing NDT sign-off authorizations, and reference the 'NDT User Guide, UG.CAO.00161-XXX'."
moe_guide_0164,NEEDS_REVIEW,0.80,"3.17.2 Other specialised activities personnel (e.g. welders, painters, etc.) .......................................................... 127...","The MOE Manual partially addresses the requirement for specialised activities personnel but lacks specific details on the control of specialised processes as required by AMC1 145.A.65(b)(2). While [MOE-2] mentions specialised services staff and their ability to carry out tasks, it does not explicitly cover the establishment of maintenance procedures for specialised processes. The regulatory context [REG-1] and [REG-2] emphasize the need for such procedures and the qualification of personnel, which is not fully reflected in the MOE.",Lack of detailed procedures for controlling specialised processes; Insufficient detail on qualification requirements for specialised personnel,Are there specific procedures for controlling specialised processes like welding or painting?; How are qualifications for specialised personnel verified and documented?,"The MOE should be updated to include detailed procedures for controlling specialised processes and explicit requirements for the qualification and training of specialised personnel, referencing AMC1 145.A.65(b)(2) and 145.A.30(f)."
moe_guide_0165,NEEDS_REVIEW,0.80,3.18 Management of External Working Teams. ......................................................................................................... 127...,"The MOE Manual references the requirement for managing external working teams (3.18) and provides definitions and examples consistent with GM1 145.A.47(d). However, it lacks explicit procedures for risk management and coordination between multiple organizations working at the same location, as emphasized in the regulatory context. The MOE does not clearly differentiate between contracting and subcontracting as outlined in GM2 145.A.205, nor does it detail the management structure responsibilities for overseeing external teams as per AMC1 145.A.30(b).",Lack of detailed risk management procedures for external teams; Insufficient differentiation between contracting and subcontracting; No clear assignment of responsibilities for managing external teams within the management structure,How does the organization ensure coordination and risk management when multiple external teams work at the same location?; Are there specific procedures for differentiating between contracted and subcontracted maintenance activities?; Which nominated person is responsible for overseeing external working teams?,"Revise the MOE to include detailed procedures for risk management and coordination of external teams, clearly differentiate between contracting and subcontracting, and assign specific responsibilities within the management structure for overseeing external teams."
moe_guide_0166,NEEDS_REVIEW,0.80,3.18.1 External Team Working under their own EASA Part-145 Approval . ......................................................... 127...,"The MOE Manual partially addresses the requirements for external working teams under EASA Part-145, but there are gaps in the detailed procedures for segregation, work order clarity, and management of work progress. The manual references subcontractor controls but lacks specific details on how these are implemented for teams with their own Part-145 approval.","Lack of detailed procedures for segregation between maintenance organizations working in the same premises.; Insufficient detail on the type of support (tools/equipment, facilities) made available to external teams.; No clear process for managing the progress of work (meetings, etc.) with external teams.; Missing specific certification procedures for work performed by external teams as outlined in the User Guide.",How is segregation maintained between the external team and the Part-145 organization?; What specific procedures are in place to ensure clear work orders are provided to external teams?; How is the progress of work managed and documented when external teams are involved?; Are there specific training programs for external staff on internal procedures?,"Revise the MOE to include detailed procedures for segregation, work order management, and progress tracking for external teams. Ensure all certification procedures for external work are explicitly documented and referenced. Update the manual to reflect specific training requirements for external staff."
moe_guide_0167,NEEDS_REVIEW,0.80,3.18.2 External Working Team not holding an EASA Part-145 Approval. ............................................................. 127...,"The MOE Manual includes the required section 3.18.2 for External Working Teams not holding an EASA Part-145 Approval, and defines 'Overseeing authority' correctly as per regulatory requirements. However, the manual does not explicitly detail the risk management procedures for coordinating multiple organizations working at the same location, as emphasized in GM1 145.A.47(d). The MOE also lacks specific references to the distinction between contracting and subcontracting maintenance activities as mentioned in GM2 145.A.205.",Lack of detailed risk management procedures for multiple organizations working at the same location; No explicit reference to GM2 145.A.205 regarding contracting vs. subcontracting,How does the organization manage risks when multiple external teams work at the same location?; Does the MOE differentiate between contracted and subcontracted maintenance activities as per GM2 145.A.205?,Update the MOE to include detailed risk management procedures for coordinating multiple organizations and explicitly reference GM2 145.A.205 to clarify contracting vs. subcontracting distinctions.
moe_guide_0168,COMPLIANT,0.90,3.19 Competency Assessment of Personnel. ............................................................................................................. 128...,"The MOE Manual adequately addresses the MOE Guide requirement for competency assessment of personnel. It includes a detailed procedure that specifies the responsible persons, timing of assessments, credit for previous assessments, validation of qualification records, methods for initial and continuous assessment, aspects of competencies, actions for unsatisfactory assessments, and recording of results. The MOE Manual aligns with the regulatory requirements outlined in AMC2 145.A.30(e) and AMC1 145.A.30(e), including the competency assessment objectives and elements.","The MOE Manual does not explicitly mention the use of job descriptions for each job function, as recommended in AMC1 145.A.30(e) point 4.",Are job descriptions available for each job function to assist in the assessment of competency?; How is the continuous control of competency monitored and documented?; Is there a process to validate qualification records from previous organizations?,Include a reference to the use of job descriptions for each job function in the competency assessment procedure to fully comply with AMC1 145.A.30(e) point 4.
moe_guide_0169,COMPLIANT,0.90,3.20 Training procedures for on-the-job training as per Section 6 of Appendix III to Part-66. .................................. 129...,"The MOE Manual adequately addresses the requirement for training procedures for on-the-job training as per Section 6 of Appendix III to Part-66. The manual includes detailed provisions for practical training, including the selection of tasks, duration, and the use of logbooks, which align with the regulatory requirements. The manual also specifies the qualifications for designated assessors and the possibility of subcontracting practical elements, as per the regulatory context.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0170,NEEDS_REVIEW,0.80,"3.21 Procedure for the issue of a recommendation to the competent authority for the issue of a Part-66 licence in

accordance with 66.B.105 ...............................................................","The MOE Manual references the requirement for a procedure to issue recommendations for Part-66 licenses in accordance with 66.B.105, but it lacks detailed procedural steps as specified in AMC 66.B.105. The MOE does not explicitly state the limitation that the procedure is only applicable when the competent authority for Part-145 and Part-66 is the same, nor does it detail the checks for experience records or the acceptable forms of record-keeping as per AMC 66.B.105.",Missing explicit limitation to same competent authority for Part-145 and Part-66; Lacks detailed procedural steps for issuing recommendations; No mention of checks for countersigned experience records; No reference to acceptable forms of experience record-keeping,Does the MOE explicitly state the limitation to the same competent authority?; Are detailed procedural steps for issuing recommendations included?; How are experience records verified and countersigned?; What forms of experience record-keeping are acceptable to the competent authority?,"Revise the MOE to include the explicit limitation to the same competent authority, detailed procedural steps for issuing recommendations, checks for countersigned experience records, and acceptable forms of record-keeping as per AMC 66.B.105."
moe_guide_0171,NEEDS_REVIEW,0.80,"3.22 Management System record keeping................................................................................................................. 130

PART 3A- INFORMATION SECURITY MANAGEMENT PRO...","The MOE Manual includes sections for Management System record keeping and Information Security Management Procedures, which align with the MOE Guide requirements. However, the manual does not explicitly detail all elements required by the regulatory context, such as specific storage types, retention periods, and electronic safeguards. The Information Security Management Procedures are covered in Part 3A, but some regulatory requirements like IS.I.OR.240 organizational structure updates for ISMS are not clearly addressed in the provided MOE sections.","Lack of explicit detail on storage types, retention periods, and electronic safeguards; IS.I.OR.240 organizational structure updates for ISMS not clearly addressed; No clear mention of subcontracting record storage or facility management",Are there detailed procedures for electronic safeguards and remote servers?; How are retention periods for different types of records determined and implemented?; Is there a process for updating the organizational structure to reflect ISMS changes?,"Revise the MOE to include detailed procedures for all record-keeping elements specified in the regulatory context, explicitly address IS.I.OR.240 requirements, and ensure all subcontracting and facility management aspects are covered."
moe_guide_0172,NEEDS_REVIEW,0.70,4.1 List of the commercial operators to which the organisation provides regular aircraft maintenance services. .. 147...,"The MOE Manual does not explicitly list the commercial operators to which the organisation provides regular aircraft maintenance services as required by the MOE Guide. While the MOE Manual includes sections on the privileges of the organisation and maintenance organisation requirements, it lacks a specific section or appendix detailing the list of commercial operators. This omission creates ambiguity regarding compliance with the MOE Guide requirement.",Missing explicit list of commercial operators receiving regular maintenance services,Is there a separate document or appendix that lists the commercial operators receiving regular maintenance services?; How does the organisation ensure that all commercial operators are documented and updated in the MOE?,"The MOE Manual should be updated to include a dedicated section or appendix listing all commercial operators to which the organisation provides regular aircraft maintenance services, as specified in the MOE Guide requirement."
moe_guide_0173,COMPLIANT,0.90,4.2 Customer interface procedures and paperwork. ................................................................................................. 147...,"The MOE Manual adequately addresses the MOE Guide requirement for customer interface procedures and paperwork. It includes detailed procedures for handling customer-provided work cards, training requirements, and communication with operators. The manual also covers the completion of operator's log books, retention of technical records, and communication protocols. The implementation aligns with the regulatory context, including references to 145.A.65(b)1, GM2 145.A.65(b)(1), and 145.A.55(a)(3).","No explicit mention of planning meetings or technical reliability procedures with customers, as suggested in the MOE Guide requirement 4.2.1.",Are there documented procedures for planning meetings with customers?; How are technical and reliability issues communicated and resolved with customers?,Include explicit procedures for planning meetings and technical reliability communications with customers to fully comply with MOE Guide requirement 4.2.1.
moe_guide_0174,COMPLIANT,0.90,4.2.1 Customer interface procedures. .................................................................................................................. 147...,"The MOE Manual adequately addresses the customer interface procedures as required by the MOE Guide. It includes detailed procedures for handling deviations, concessions, and specialized activities, aligning with the regulatory requirements. The manual specifies the roles and responsibilities of the Quality Manager in managing deviations and ensures that no deviations from regulations or approved data are permitted. The procedures for specialized activities and subcontracting are also clearly outlined, ensuring compliance with Part 145.A.30(f) and other relevant regulations.","No specific gaps identified, but the manual could benefit from more detailed examples or templates for customer interface procedures.",Are there any recent deviations granted that exceed the 6-month period?; How is the training on customer operator procedures documented and verified?; Is there a process for periodic review of the subcontractors' list to ensure ongoing compliance?,Consider adding more detailed examples or templates for customer interface procedures to enhance clarity and ensure consistent implementation across the organization.
moe_guide_0175,COMPLIANT,0.90,"4.2.1 Customer paperwork. ................................................................................................................................... 147

PART 5 SUPPORTING DOCUMENTS ............","The MOE Manual adequately addresses the MOE Guide requirement for customer paperwork and supporting documents. It includes provisions for data received from the maintenance organisation, such as valid CRS, lists of removed and installed equipment, and copies of EASA Form 1 or equivalent. It also covers the requirement to obtain a copy of the current approval certificate (EASA Form 3) of the maintenance organisations contracted. The manual aligns with the regulatory requirements outlined in EASA EU 1321/2014, particularly in sections related to maintenance subcontracted, technical records and record-keeping, and occurrence reporting procedures.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
